Link,Name,Brand,DiscountedPrice,DiscountPercentage,SoldQuantity,BatteryCapacity,FrontCamera,BackCamera,GPU,ChargingPort,RAM,Resolution,ROM,ScreenSize,WarrantyDuration,Rating,NumberOfReview,Description
https://cellphones.com.vn/iphone-16-pro-512gb.html,iPhone 16 Pro 512GB | Chính hãng VN/A,Apple,34690000,9,,,"12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels","Camera chính: 48MP, f/1.78, 24mm, chống rung quang học dịch chuyển cảm biến thế hệ thứ hai, Focus Pixels 100%, hỗ trợ ảnh có độ phân giải siêu cao
Hỗ trợ Telephoto 2x 12MP: 52 mm, ƒ/1.6
Camera góc siêu rộng: 48MP, 13 mm, ƒ/2.2 và trường ảnh 120°, H",CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,2622x1206,512,6.3,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",,,"Màn hình Super Retina XDR 6,3 inch lớn hơn có viền mỏng hơn, đem đến cảm giác tuyệt vời khi cầm trên tay.
Điều khiển Camera - Chỉ cần trượt ngón tay để điều chỉnh camera giúp chụp ảnh hoặc quay video đẹp hoàn hảo và siêu nhanh.
Tính năng quay video đẳng cấp với 4K Dolby Vision tốc độ 120 fps — độ phân giải và tốc độ khung hình cao nhất hiện nay của Apple.
iPhone 16 Pro được cài đặt sẵn hệ điều hành iOS 18, cho giao diện trực quan, dễ sử dụng và nhiều tính năng hữu ích."
https://cellphones.com.vn/dien-thoai-samsung-galaxy-m55-5g-8gb-256gb.html,Samsung Galaxy M55 5G 8GB 256GB,Samsung,7390000,27,,5000,"Camera góc rộng: 50 MP, f/2.4","Camera góc rộng: 50 MP, f/1.8, 1/1.56"", 1.0µm, PDAF, OIS
Camera góc siêu rộng: 8 MP, f/2.2, 123˚
Camera macro: 2 MP, f/2.4",1x2.4 GHz Cortex-A710 & 3x2.36 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510,,8,1080x2400,256,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,3,"Trải nghiệm hình ảnh sống động và sắc nét với màn hình AMOLED 6.7 inch, độ phân giải Super AMOLED+.
Ghi lại những bức ảnh tuyệt đẹp với camera chính 50MP, khẩu độ f/1.8, cùng nhiều tính năng chụp ảnh thông minh.
Qualcomm Snapdragon 7 Gen 1 nhân kết hợp với RAM 8GB mang đến hiệu suất mạnh mẽ cho mọi tác vụ, từ chơi game đến chỉnh sửa video.
Pin khủng 5000mAh - Sử dụng điện thoại cả ngày dài mà không lo hết pin nhờ viên pin."
https://cellphones.com.vn/dien-thoai-xiaomi-poco-m6.html,Xiaomi POCO M6 6GB 128GB - Chỉ có tại CellphoneS,Chuẩn NFC,3190000,26,,5030,"13MP, f/2,45","Camera chính: 108MP siêu rõ ống kính 6P, f/1,75
Camera macro: 2MP f/2,4","Cortex-A75+Cortex-A55
Tần số tối đa của CPU: 2.0GHz",,6,2460x1080,128,6.79,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,35,"Màn hình 6.79 inch với tần số quét 90Hz cho trải nghiệm xem phim, chơi game mượt mà và sống động.
Pin 5030mAh cho phép bạn sử dụng điện thoại cả ngày dài mà không lo hết pin.
Hỗ trợ sạc nhanh 33W và Xiaomi POCO M6 cũng hỗ trợ sạc nhanh chóng và hiệu quả, tiết kiệm thời gian.
Với thiết kế trẻ trung, năng động, POCO M6 phù hợp với những người dùng yêu thích sự cá tính và nổi bật."
https://cellphones.com.vn/iphone-14-pro-max.html,iPhone 14 Pro Max 128GB | Chính hãng VN/A,Apple,25590000,15,,,"Camera selfie: 12 MP, f/1.9, 23mm, 1/3.6"", PDAF","Camera chính: 48 MP, f/1.8, 24mm, 1.22µm, PDAF, OIS
Camera góc siêu rộng: 12 MP, f/2.2, 13mm, 120˚, 1.4µm, PDAF
Camera tele: 12 MP, f/2.8, 77mm (telephoto), PDAF, OIS, 3x optical zoom
Cảm biến độ sâu TOF 3D LiDAR",CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,6,2796x1290,128,6.7,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",4.9/5,116,"Màn hình Dynamic Island - Sự biến mất của màn hình tai thỏ thay thế bằng thiết kế viên thuốc, OLED 6,7 inch, hỗ trợ always-on display
Cấu hình iPhone 14 Pro Max mạnh mẽ, hiệu năng cực khủng từ chipset A16 Bionic
Làm chủ công nghệ nhiếp ảnh - Camera sau 48MP, cảm biến TOF sống động
Pin liền lithium-ion kết hợp cùng công nghệ sạc nhanh cải tiến"
https://cellphones.com.vn/dien-thoai-nubia-music.html,Nubia Music NFC 4GB 128GB (Bản đặc biệt),Điện thoại pin trâu,2090000,16,,5000,5MP,50MP + AI Camera,,,4,1612x720,128,6.6,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,10,"Chip âm thanh chuyên dụng mang đến chất lượng âm thanh tuyệt vời, được trang bị NFC tiện lợi khi sử dụng.
Màn hình lớn 6.6 inch HD+ cho phép bạn xem nội dung với độ chi tiết cao và màu sắc rực rỡ. 
Pin dung lượng lớn 5000mAh cho phép bạn sử dụng điện thoại cả ngày dài mà không cần lo lắng về việc hết pin.
Bộ nhớ trong lớn 128GB cho phép bạn lưu trữ một lượng lớn bài hát, video và các tệp tin khác. "
https://cellphones.com.vn/iphone-16-pro-256gb.html,iPhone 16 Pro 256GB | Chính hãng VN/A,Apple,28090000,12,,,"12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels","Camera chính: 48MP, f/1.78, 24mm, chống rung quang học dịch chuyển cảm biến thế hệ thứ hai, Focus Pixels 100%, hỗ trợ ảnh có độ phân giải siêu cao
Hỗ trợ Telephoto 2x 12MP: 52 mm, ƒ/1.6
Camera góc siêu rộng: 48MP, 13 mm, ƒ/2.2 và trường ảnh 120°, H",CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,2622x1206,256,6.3,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",4.9/5,31,"Màn hình Super Retina XDR 6,3 inch lớn hơn có viền mỏng hơn, đem đến cảm giác tuyệt vời khi cầm trên tay.
Điều khiển Camera - Chỉ cần trượt ngón tay để điều chỉnh camera giúp chụp ảnh hoặc quay video đẹp hoàn hảo và siêu nhanh.
Tính năng quay video đẳng cấp với 4K Dolby Vision tốc độ 120 fps — độ phân giải và tốc độ khung hình cao nhất hiện nay của Apple.
iPhone 16 Pro được cài đặt sẵn hệ điều hành iOS 18, cho giao diện trực quan, dễ sử dụng và nhiều tính năng hữu ích."
https://cellphones.com.vn/dien-thoai-xiaomi-15.html,Xiaomi 15 5G 12GB 256GB,Xiaomi,22990000,8,,,"Camera trước: 32MP, ƒ/2.0, 90°, Tiêu cự 21mm","Camera chính Leica: 50MP, ƒ/1.62, OIS, Tiêu cự tương đương 23mm
Camera tele Leica: 50MP, ƒ/2.0, OIS
Camera góc siêu rộng Leica: 50MP, ƒ/2.2, 115°","2 x Lõi Prime, tốc độ tối đa 4,32GHz
6 x Lõi hiệu suất, lên đến 3,53GHz",,12,2670x1200,256,6.36,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,6,"Xiaomi 15 với Chipset Snapdragon 8 Elite cung cấp hiệu suất xử lý mạnh mẽ và đồ họa đỉnh cao, giúp nâng cao trải nghiệm chơi game, xem video
Camera sau ba ống kính 50MP đáp ứng xuất sắc mọi nhu cầu chụp ảnh từ phong cảnh đến chân dung, với chế độ chụp đêm nâng cấp
Quay video 8K HDR mang lại những thước phim chất lượng cao với Dolby Vision HDR và 4K HDR10+
Màn hình CrystalRes AMOLED 6.36 inch hiển thị 68 tỷ màu, tần số quét 120Hz, mang đến trải nghiệm hình ảnh sống động và mượt mà
Pin Mi15 lên đến 5240mAh công nghệ pin Si/C tiên tiến cung cấp thời lượng sử dụng ấn tượng suốt cả ngày"
https://cellphones.com.vn/dien-thoai-samsung-galaxy-a36.html,Samsung Galaxy A36 5G 8GB 128GB,Samsung,7990000,4,,5000,"12.0 MP, F/2.2","50.0 MP, F/1.8 + 8.0 MP, F/2.2 + 5.0 MP, F/2.4","8 nhân 2.4GHz, 1.8GHz",,8,1080x2340,128,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,4,"Màn hình Samsung Galaxy A36 5G Super AMOLED 6.7"" FHD+, tần số quét 120Hz cho trải nghiệm hiển thị mượt mà, sắc nét.
Pin 5000mAh sử dụng cả ngày, sạc nhanh 45W tiết kiệm thời gian.
Loa kép âm thanh Dolby Atmos sống động, trải nghiệm giải trí đắm chìm.
Camera Samsusng A36 5G chính 50MP chụp ảnh sắc nét, hỗ trợ chống rung OIS, quay video Full HD ổn định."
https://cellphones.com.vn/dien-thoai-oppo-find-x8.html,OPPO Find X8 16GB 512GB,OPPO,21990000,4,,5630,"32MP, khẩu độ F/2.4",50MP OIS (Chính) + 50MP (Chân dung Tele) + 50MP (Góc rộng),8 nhân,,16,1256x2760,512,6.59,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,30,"OPPO Find X8 hữu chip Dimensity 9400 3nm với lõi Cortex-X925 sẽ đảm bảo xử lý mọi tác vụ một cách nhanh chóng.
Find X8 sẽ được trang bị cụm 3 camera sau 50MP đảm bảo được sự đồng đều về chất lượng hình ảnh giữa các chế độ chụp.
Viên Pin 5630 mAh sẽ giúp dòng bạn kéo dài ra đáng kể thời gian dùng điện thoại, đáp ứng nhu cầu sử dụng hỗn hợp suốt cả ngày của người dùng."
https://cellphones.com.vn/dien-thoai-meizu-mblu-21.html,Điện thoại Meizu Mblu 21 4GB 64GB,Điện thoại Meizu,1990000,20,,,8 MP,"13MP
0.08 MP",,,4,,64,6.79,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,16,"Meizu Mblu 21 mang thiết kế gọn nhẹ với viền màn hình mỏng, kiểu dáng sang trọng, phù hợp cho mọi đối tượng sử dụng, từ giới trẻ đến người đi làm.
Trang bị màn hình lớn 6.79 inch, Meizu Mblu 21 hiển thị rõ ràng, màu sắc sống động, mang đến trải nghiệm xem phim, chơi game tuyệt vời.
Với RAM 4GB và bộ vi xử lý hiệu quả, máy đáp ứng tốt các nhu cầu cơ bản như lướt web, xem video, và sử dụng các ứng dụng mạng xã hội mà không giật lag.
Trang bị camera kép phía sau, giúp chụp ảnh rõ nét, sắc màu đẹp mắt. Camera trước hỗ trợ tính năng làm đẹp, mang lại bức ảnh selfie ấn tượng."
https://cellphones.com.vn/iphone-15-256gb.html,iPhone 15 256GB | Chính hãng VN/A,Apple,18890000,18,,3349,"12MP, ƒ/1.9",Chính 48 MP & Phụ 12 MP,CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,6,2556x1179,256,6.1,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",4.5/5,10,"Thiết kế thời thượng và bền bỉ - Mặt lưng kính được pha màu xu hướng cùng khung viền nhôm bền bỉ
Dynamic Island hiển thị linh động mọi thông báo ngay lập tức giúp bạn nắm bắt mọi thông tin
Chụp ảnh đẹp nức lòng - Camera chính 48MP, Độ phân giải lên đến 4x và Tele 2x chụp chân dung hoàn hảo
Pin dùng cả ngày không lắng lo - Thời gian xem video lên đến 20 giờ và sạc nhanh qua cổng USB-C tiện lợi
Cải tiến hiệu năng vượt bậc - A16 Bionic mạnh mẽ giúp bạn cân mọi tác vụ dù có yêu cầu đồ hoạ cao"
https://cellphones.com.vn/iphone-16-pro-max-1tb.html,iPhone 16 Pro Max 1TB | Chính hãng VN/A,Apple,42990000,9,,,"12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels","Camera chính: 48MP, f/1.78, 24mm, 2µm, chống rung quang học dịch chuyển cảm biến thế hệ thứ hai, Focus Pixels 100%
Telephoto 2x 12MP: 52 mm, ƒ/1.6
Camera góc siêu rộng: 48MP, 13 mm,ƒ/2.2 và trường ảnh 120°, Hybrid Focus Pixels, ảnh có độ phân giải",CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi hiệu suất,,,2868x1320,1024,6.9,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",5.0/5,13,"Màn hình Super Retina XDR 6,9 inch lớn hơn có viền mỏng hơn, đem đến cảm giác tuyệt vời khi cầm trên tay.
Điều khiển Camera - Chỉ cần trượt ngón tay để điều chỉnh camera giúp chụp ảnh hoặc quay video đẹp hoàn hảo và siêu nhanh.
iPhone 16 Pro Max có thiết kế titan cấp 5 với lớp hoàn thiện mới, tinh tế được xử lý bề mặt vi điểm.
iPhone 16 Pro Max được cài đặt sẵn hệ điều hành iOS 18, cho giao diện trực quan, dễ sử dụng và nhiều tính năng hữu ích."
https://cellphones.com.vn/dien-thoai-tecno-camon-40-pro.html,TECNO CAMON 40 Pro 8GB 256GB,Tecno,5990000,14,,,50MP,"50MP, ƒ/1.8
Góc siêu rộng 8MP",,,8,,256,6.78,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,3,"Pin lớn 5200 mAh với thiết kế mỏng nhẹ với độ bền cao và công nghệ xả chậm, cung cấp thời gian sử dụng lâu dài
Hiệu năng mạnh mẽ, chip Mediatek Helio G100 kết hợp RAM 8GB và ROM 256GB, đáp ứng mọi nhu cầu từ công việc đến giải trí
Camera chất lượng cao với camera sau 50MP, 8MP góc rộng và camera trước 50MP, cho hình ảnh sắc nét và sống động
Tản nhiệt thông minh, tăng cường khả năng tản nhiệt lên 12,5% so với thế hệ trước, giúp thiết bị hoạt động ổn định"
https://cellphones.com.vn/iphone-16-plus.html,iPhone 16 Plus 128GB | Chính hãng VN/A,Apple,22090000,15,,,"12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels","Camera chính: 48MP, f/1.6, 26mm, Focus Pixels 100%, hỗ trợ ảnh có độ phân giải siêu cao
Camera góc siêu rộng: 12MP, ƒ/2.2, 13 mm, Focus Pixels 100%, Độ phóng đại quang học 2x, độ thu nhỏ quang học 2x; phạm vi thu phóng quang học 4x Độ thu phóng kỹ thu",CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,2796x1290,128,6.7,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",4.8/5,26,"iPhone 16 Plus được trang bị vi xử lý Apple A18, cho hiệu năng mạnh mẽ, đáp ứng tốt các tác vụ nặng.
Sở hữu hệ thống camera sau 48MP, cho khả năng chụp ảnh rõ nét, chi tiết và bắt trọn những khoảnh khắc đẹp.
Màn hình Super Retina XDR 6.7 inch, cho trải nghiệm hình ảnh rộng rãi, màu sắc rực rỡ, độ tương phản cao và chi tiết rõ ràng.
Vỏ máy iPhone 16 Plus được làm từ nhôm chuẩn hàng không vũ trụ cứng cáp và kính pha màu ở mặt sau vừa đẹp vừa bền bỉ."
https://cellphones.com.vn/iphone-16-pro-max-512gb.html,iPhone 16 Pro Max 512GB | Chính hãng VN/A,Apple,36790000,10,,,"12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels","Camera chính: 48MP, f/1.78, 24mm, 2µm, chống rung quang học dịch chuyển cảm biến thế hệ thứ hai, Focus Pixels 100%
Telephoto 2x 12MP: 52 mm, ƒ/1.6
Camera góc siêu rộng: 48MP, 13 mm,ƒ/2.2 và trường ảnh 120°, Hybrid Focus Pixels, ảnh có độ phân giải",CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi hiệu suất,,,2868x1320,512,6.9,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",4.9/5,33,"Màn hình Super Retina XDR 6,9 inch lớn hơn có viền mỏng hơn, đem đến cảm giác tuyệt vời khi cầm trên tay.
Điều khiển Camera - Chỉ cần trượt ngón tay để điều chỉnh camera giúp chụp ảnh hoặc quay video đẹp hoàn hảo và siêu nhanh.
iPhone 16 Pro Max có thiết kế titan cấp 5 với lớp hoàn thiện mới, tinh tế được xử lý bề mặt vi điểm.
iPhone 16 Pro Max được cài đặt sẵn hệ điều hành iOS 18, cho giao diện trực quan, dễ sử dụng và nhiều tính năng hữu ích."
https://cellphones.com.vn/dien-thoai-xiaomi-15-ultra-1tb.html,Xiaomi 15 Ultra 5G 16GB 1TB,Xiaomi,34990000,10,,,"Camera trước: 32MP, ƒ/2.0, 90° FOV
Cảm biến OV32B
Tiêu cự 21mm","Camera chính Leica: 50MP, ƒ/1.63, OIS
Camera tele Leica: 50MP, ƒ/1.8, OIS
Camera siêu tele Leica: 200MP, ƒ/2.6, OIS
Camera góc siêu rộng Leica: 50MP, ƒ/2.2, 115° FOV","2 x Lõi Prime, tốc độ tối đa 4,32GHz
6 x Lõi hiệu suất, lên đến 3,53GHz",,16,3200x1440,1024,6.73,"Mới, đầy đủ phụ kiện từ nhà sản xuất",,,"Hiệu năng Xiaomi Mi 15 Ultra vượt trội Snapdragon 8 Elite với hai lõi Oryon 2 cho khả năng xử lý mượt mà các tác vụ nặng
Cụm camera sau 200 MP với khả năng zoom kỹ thuật số đến 120x, cho phép chụp ảnh sắc nét trong mọi điều kiện ánh sáng
HyperOS 2 hệ điều hành tối ưu hóa trải nghiệm sử dụng, giảm độ trễ và xử lý đa nhiệm mượt mà
Tính năng HyperAI hỗ trợ nhận diện giọng nói, dịch ngôn ngữ thời gian thực và chỉnh sửa hình ảnh/video ngay trên thiết bị
Dung lượng pin Xiaomi 15 Ultra lớn giúp kéo dài thời gian sử dụng, đảm bảo hoạt động bền bỉ cho người dùng"
https://cellphones.com.vn/dien-thoai-oppo-reno13f-4g.html,OPPO Reno13 F 8GB 256GB,OPPO,8690000,3,,,"32MP, f/2.4","Camera chính: 50MP, F/1.8
Camera góc rộng: 8MP, F/2.2
Camera marco: 2MP, F/2.4",,,8,1080x2400,256,6.67,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,20,"Màn hình OPPO Reno13 F AMOLED 6.67 inch với độ phân giải Full HD+ và tần số quét 120Hz mang đến cho bạn chất lượng hình ảnh sắc nét.
Hệ thống camera đa năng bao gồm camera chính 50MP, camera góc rộng 8MP và camera macro 2MP, cho phép người dùng chụp ảnh chất lượng cao.
Hiệu suất Reno 13 mạnh mẽ nhờ vào bộ xử lý MediaTek Helio G100 và GPU ARM G57 MC2, kết hợp với 8GB RAM và 256GB bộ nhớ trong, giúp xử lý mượt mà mọi tác vụ.
Pin dung lượng lớn 5800 mAh giúp bạn thoải mái sử dụng điện thoại cả ngày mà không lo hết pin."
https://cellphones.com.vn/iphone-16e.html,iPhone 16e 128GB | Chính hãng VN/A,Apple,16090000,5,,,"Camera 12MP Khẩu độ ƒ/1.9
Camera TrueDepth hỗ trợ nhận diện khuôn mặt","Hệ thống camera 2 trong 1
Fusion 48MP: 26 mm, khẩu độ ƒ/1.6, chống rung quang học, Hybrid Focus Pixels, ảnh có độ phân giải siêu cao (24MP và 48MP)
Đồng thời hỗ trợ Telephoto 2x 12MP: 52 mm, khẩu độ ƒ/1.6, chống rung quang học, Hybrid Focus Pixels",CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,2532x1170,128,6.1,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",5.0/5,36,"iPhone 16e được trang bị chip xử lý Apple A18 mạnh mẽ, mang đến khả năng xử lý mượt mà mọi tác vụ hàng ngày, từ công việc đến giải trí.
Màn hình Super Retina XDR với độ phân giải 2532x1170 pixel mang lại chất lượng hình ảnh, sắc nét, chân thực và sống động.
Dung lượng pin lớn lên đến 26 giở sử dụng cho bạn thoải mái trải nghiệm cả ngày dài."
https://cellphones.com.vn/dien-thoai-samsung-galaxy-a16.html,Samsung Galaxy A16 5G 8GB 128GB,Samsung,6090000,,,,"13MP, f/2.0","Camera góc rộng: 50MP, f/1.8 AF
Camera góc siêu rộng: 5MP, f/2.2
Camera Macro: 2MP, f/2.4",,,8,1080x2340,128,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,13,"Màn hình Samsung A16 Super AMOLED 6.7 inch, tần số quét 90Hz, giúp hiển thị màu sắc rực rỡ và hình ảnh mượt mà.
Bộ ba camera A16 5G bao gồm camera chính 50 MP, camera góc siêu rộng 5 MP và camera macro 2 MP, cho phép chụp ảnh đa dạng và chi tiết.
Chip MediaTek Dimensity 6300(6nm) đảm bảo xử lý tác vụ mượt mà và khả năng chơi game ổn định.
Pin dung lượng 5000 mAh hỗ trợ sạc nhanh 25W, cung cấp thời gian sử dụng lâu dài và sạc nhanh chóng."
https://cellphones.com.vn/dien-thoai-samsung-galaxy-a05s-6gb-128gb.html,Samsung Galaxy A05S 6GB 128GB,Samsung,3290000,27,,5000,"13 MP, f/2.0","Camera chính: 50MP, f/1.8
Camera chân dung: 2 MP, f/2.4
Camera macro: 2 MP, f/2.4",4 nhân 2.4 GHz & 4 nhân 1.9 GHz,,6,1080x2400,128,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,2,"Hiển thị sống động từng thước phim - Màn hình lớn 6.7"" IPS hiển thị sắc nét
Vận hành tác vụ mượt mà như mong đợi - Xử lí tốt hơn với chip Snapdragon 680 và RAM 4GB
Sử dụng thoải mái cả ngày dài - Pin lớn 5000mAh và hỗ trợ sạc nhanh 25W
Ghi lại trọn vẹn mọi khoảnh khắc - Camera sau đến 50MP đi kèm nhiều chế độ chụp và tính năng cải tiến"
